city,state,place_name,category,mood,available_time_min,distance_km,visit_duration_min,preference_match,is_open,time_fit,distance_fit,suitability
Varanasi,Uttar Pradesh,Assi Ghat,religious,explore,300,13.97,70,0.915,1,1,1,1
Nashik,Maharashtra,Nandur Madhameshwar Bird Sanctuary,nature,culture,30,1.03,150,0.347,1,0,1,0
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,adventure,60,2.3,70,0.389,1,0,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,food,300,10.38,90,0.311,1,1,1,1
Kolkata,West Bengal,Howrah Bridge,monument,adventure,300,18.5,40,0.46,1,1,1,1
Mumbai,Maharashtra,Juhu Beach,beach,adventure,120,6.04,100,0.452,1,1,1,1
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,adventure,300,10.88,100,0.821,1,1,1,1
Delhi,Delhi,Lodhi Garden,garden,culture,180,0.94,65,0.122,1,1,1,1
Hyderabad,Telangana,Salar Jung Museum,museum,relax,30,1.44,130,0.337,1,0,1,0
Bengaluru,Karnataka,Cubbon Park,park,relax,30,0.64,75,0.855,1,0,1,1
Udaipur,Rajasthan,Lake Pichola,lake,adventure,480,7.75,75,0.477,1,1,1,1
Mumbai,Maharashtra,Elephanta Caves,historic,nature,120,4.43,135,0.21,1,0,1,0
Mumbai,Maharashtra,Marine Drive,viewpoint,explore,30,2.14,60,0.867,1,0,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,culture,60,1.07,105,0.503,0,0,1,0
Goa,Goa,Dudhsagar Falls,nature,food,180,8.04,235,0.137,1,0,1,0
Ahmedabad,Gujarat,Sabarmati Ashram,historic,food,30,2.33,95,0.306,1,0,1,0
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,culture,180,6.23,105,0.72,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,adventure,180,0.55,120,0.918,1,1,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,nature,120,7.12,100,0.51,1,1,1,1
Bengaluru,Karnataka,Vidhana Soudha,monument,adventure,30,2.98,45,0.533,1,0,1,0
Goa,Goa,Fort Aguada,fort,culture,60,1.99,120,0.75,1,0,1,0
Pune,Maharashtra,Aga Khan Palace,historic,culture,300,11.5,90,0.935,1,1,1,1
Mumbai,Maharashtra,Juhu Beach,beach,food,30,1.46,95,0.377,1,0,1,0
Hampi,Karnataka,Hampi Bazaar,historic,explore,180,1.75,65,0.877,1,1,1,1
Delhi,Delhi,Lotus Temple,religious,adventure,180,2.59,65,0.451,0,1,1,1
Chennai,Tamil Nadu,Fort St George,historic,nature,180,7.13,85,0.209,1,1,1,1
Ahmedabad,Gujarat,Adalaj Stepwell,historic,explore,60,0.65,90,0.958,1,0,1,1
Mysuru,Karnataka,Mysore Palace,historic,relax,60,4.47,120,0.18,1,0,1,0
Srinagar,Jammu and Kashmir,Pari Mahal,historic,relax,300,9.58,90,0.969,1,1,1,1
Goa,Goa,Dudhsagar Falls,nature,explore,180,8.0,210,0.105,1,0,1,0
Lucknow,Uttar Pradesh,Chota Imambara,historic,adventure,180,8.37,85,0.168,1,1,1,1
Goa,Goa,Baga Beach,beach,food,30,2.58,140,0.106,1,0,1,0
Nashik,Maharashtra,Pandavleni Caves,historic,food,180,6.76,105,0.107,1,1,1,1
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,explore,180,3.8,70,0.278,1,1,1,0
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,adventure,180,7.42,85,0.211,1,1,1,0
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,culture,300,5.02,50,0.889,1,1,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,food,480,23.09,95,0.054,1,1,1,1
Goa,Goa,Dudhsagar Falls,nature,nature,480,31.3,215,0.881,1,1,1,1
Varanasi,Uttar Pradesh,Assi Ghat,religious,nature,180,0.43,65,0.444,1,1,1,1
Lucknow,Uttar Pradesh,Residency Lucknow,historic,food,300,6.46,105,0.131,1,1,1,1
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,explore,180,9.11,65,0.813,1,1,1,1
Srinagar,Jammu and Kashmir,Dal Lake,lake,adventure,30,1.65,100,0.278,1,0,1,0
Kolkata,West Bengal,Indian Museum,museum,explore,180,10.85,120,0.896,0,1,1,1
Udaipur,Rajasthan,Lake Pichola,lake,culture,60,3.98,85,0.312,1,0,1,0
Jaipur,Rajasthan,Nahargarh Fort,fort,adventure,30,2.26,110,0.865,1,0,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,adventure,480,18.68,80,0.301,1,1,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,culture,300,7.42,60,0.75,1,1,1,1
Mumbai,Maharashtra,Gateway of India,historic,nature,180,11.13,75,0.35,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,explore,180,5.64,130,0.308,1,1,1,1
Mumbai,Maharashtra,Elephanta Caves,historic,relax,180,3.34,130,0.483,1,1,1,1
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,nature,30,0.85,70,0.731,1,0,1,1
Kolkata,West Bengal,Maidan,park,adventure,480,4.26,80,0.294,1,1,1,0
Hyderabad,Telangana,Salar Jung Museum,museum,relax,300,5.88,130,0.333,1,1,1,1
Hyderabad,Telangana,Salar Jung Museum,museum,food,30,1.04,135,0.076,1,0,1,0
Mumbai,Maharashtra,Hanging Gardens,garden,food,60,2.98,65,0.324,1,0,1,0
Nashik,Maharashtra,Trimbakeshwar Temple,religious,adventure,480,17.57,140,0.115,0,1,1,0
Goa,Goa,Baga Beach,beach,adventure,60,4.69,125,0.146,1,0,1,0
Pune,Maharashtra,Sinhagad Fort,fort,culture,180,6.18,190,0.945,1,0,1,0
Pune,Maharashtra,Shaniwar Wada,historic,explore,120,4.06,75,0.975,1,1,1,1
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,food,300,9.0,85,0.354,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,food,300,11.68,140,0.137,0,1,1,0
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,nature,60,2.08,105,0.979,1,0,1,1
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,food,120,4.94,65,0.279,1,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,relax,60,1.99,140,0.237,1,0,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,food,60,2.73,90,0.297,1,0,1,0
Mumbai,Maharashtra,Juhu Beach,beach,relax,30,1.21,75,0.749,1,0,1,1
Gangtok,Sikkim,Rumtek Monastery,religious,explore,300,10.82,125,0.323,1,1,1,1
Amritsar,Punjab,Jallianwala Bagh,historic,nature,60,0.62,70,0.178,1,0,1,0
Lucknow,Uttar Pradesh,Bara Imambara,historic,culture,180,1.65,115,0.808,1,1,1,1
Nagpur,Maharashtra,Ramtek Fort Temple,fort,nature,480,34.17,130,0.182,0,1,1,0
Varanasi,Uttar Pradesh,Kashi Vishwanath Temple,religious,relax,300,12.99,85,0.843,1,1,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,culture,120,6.56,95,0.339,1,1,1,1
Kolkata,West Bengal,Maidan,park,relax,180,8.77,65,0.889,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,food,480,5.96,170,0.229,1,1,1,1
Udaipur,Rajasthan,Lake Pichola,lake,food,480,22.75,90,0.327,1,1,1,1
Nagpur,Maharashtra,Seminary Hill,nature,adventure,300,5.43,65,0.739,1,1,1,1
Amritsar,Punjab,Jallianwala Bagh,historic,explore,30,2.77,70,0.94,0,0,1,0
Darjeeling,West Bengal,Tiger Hill,viewpoint,relax,120,1.03,140,0.428,1,0,1,0
Pune,Maharashtra,Aga Khan Palace,historic,food,480,28.29,80,0.393,1,1,1,1
Goa,Goa,Dudhsagar Falls,nature,food,480,2.65,280,0.098,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,adventure,300,13.59,115,0.927,1,1,1,1
Chennai,Tamil Nadu,Marina Beach,beach,explore,60,4.66,80,0.949,1,0,1,1
Hyderabad,Telangana,Hussain Sagar Lake,nature,explore,60,4.24,60,0.913,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,relax,60,2.52,65,0.86,1,0,1,1
Mysuru,Karnataka,Mysuru Zoo,nature,relax,480,18.84,145,0.344,1,1,1,1
Pune,Maharashtra,Shaniwar Wada,historic,adventure,180,1.49,85,0.419,1,1,1,1
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,nature,480,19.16,55,0.505,1,1,1,1
Mysuru,Karnataka,Mysore Palace,historic,culture,300,11.46,100,0.785,1,1,1,1
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,food,300,3.05,95,0.286,1,1,1,0
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,adventure,120,4.96,145,0.274,1,0,1,0
Pune,Maharashtra,Sinhagad Fort,fort,nature,480,16.31,160,0.914,1,1,1,1
Hyderabad,Telangana,Charminar,historic,explore,60,0.84,85,0.816,1,0,1,1
Hampi,Karnataka,Hampi Bazaar,historic,culture,120,5.02,80,0.791,1,1,1,1
Hyderabad,Telangana,Salar Jung Museum,museum,food,180,1.14,105,0.339,1,1,1,1
Agra,Uttar Pradesh,Agra Fort,fort,relax,300,8.71,115,0.116,1,1,1,0
Chennai,Tamil Nadu,Government Museum Chennai,museum,adventure,480,25.48,115,0.467,1,1,1,1
Agra,Uttar Pradesh,Mehtab Bagh,garden,food,480,14.47,65,0.054,1,1,1,0
Gangtok,Sikkim,Banjhakri Falls,nature,adventure,300,2.11,145,0.759,0,1,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,explore,120,7.1,80,0.457,1,1,1,1
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,food,180,6.51,80,0.37,1,1,1,1
Hyderabad,Telangana,Qutb Shahi Tombs,historic,food,480,26.16,75,0.206,1,1,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,adventure,180,8.43,70,0.255,0,1,1,0
Delhi,Delhi,India Gate,monument,relax,480,4.51,60,0.763,1,1,1,1
Agra,Uttar Pradesh,Agra Fort,fort,explore,60,2.2,115,0.872,1,0,1,1
Nashik,Maharashtra,Pandavleni Caves,historic,culture,300,12.01,105,0.911,1,1,1,1
Gangtok,Sikkim,Tashi View Point,viewpoint,relax,180,6.91,60,0.811,1,1,1,1
Gangtok,Sikkim,Tashi View Point,viewpoint,relax,300,3.28,50,0.911,1,1,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,explore,480,20.43,140,0.381,1,1,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,nature,480,13.12,115,0.35,1,1,1,1
Mysuru,Karnataka,Mysore Palace,historic,relax,300,17.86,100,0.252,1,1,1,1
Mysuru,Karnataka,Mysore Palace,historic,nature,120,5.31,135,0.465,0,0,1,0
Nashik,Maharashtra,Saptashrungi Temple,religious,nature,480,34.69,130,0.46,1,1,1,1
Mumbai,Maharashtra,Gateway of India,historic,culture,300,16.74,75,0.96,0,1,1,1
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,relax,300,11.24,70,0.451,1,1,1,1
Chennai,Tamil Nadu,Guindy National Park,nature,culture,480,3.92,110,0.368,0,1,1,0
Nashik,Maharashtra,Panchvati,historic,food,30,1.91,70,0.309,1,0,1,0
Hampi,Karnataka,Virupaksha Temple,religious,explore,30,2.38,95,0.805,0,0,1,0
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,adventure,300,14.22,70,0.488,1,1,1,1
Bengaluru,Karnataka,Lalbagh Botanical Garden,garden,food,120,1.97,105,0.191,1,1,1,1
Goa,Goa,Fort Aguada,fort,culture,480,14.14,130,0.956,1,1,1,1
Varanasi,Uttar Pradesh,Kashi Vishwanath Temple,religious,explore,120,2.93,90,0.398,0,1,1,0
Hampi,Karnataka,Matanga Hill,nature,relax,180,8.75,100,0.387,1,1,1,1
Gangtok,Sikkim,Tashi View Point,viewpoint,culture,120,0.73,70,0.451,1,1,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,culture,120,6.69,150,0.234,0,0,1,0
Kolkata,West Bengal,St. Paul's Cathedral,religious,adventure,480,4.49,70,0.509,1,1,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,relax,180,2.54,95,0.897,1,1,1,1
Nashik,Maharashtra,Saptashrungi Temple,religious,adventure,30,2.18,160,0.889,1,0,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,relax,60,1.99,40,0.893,1,1,1,1
Nashik,Maharashtra,Pandavleni Caves,historic,adventure,180,1.69,125,0.969,1,1,1,1
Srinagar,Jammu and Kashmir,Shankaracharya Temple,religious,food,120,5.45,105,0.336,1,1,1,0
Jaipur,Rajasthan,Jantar Mantar,museum,nature,60,0.6,85,0.455,1,0,1,0
Mumbai,Maharashtra,Hanging Gardens,garden,explore,300,11.29,65,0.516,1,1,1,1
Pune,Maharashtra,Sinhagad Fort,fort,adventure,120,3.45,165,0.878,1,0,1,1
Hyderabad,Telangana,Golconda Fort,fort,explore,120,3.05,170,0.969,1,0,1,1
Pune,Maharashtra,Sinhagad Fort,fort,explore,480,26.28,205,0.302,1,1,1,1
Goa,Goa,Palolem Beach,beach,nature,30,2.92,180,0.833,1,0,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,adventure,300,4.33,75,0.47,1,1,1,1
Delhi,Delhi,Qutub Minar,historic,food,180,8.47,125,0.232,1,1,1,0
Agra,Uttar Pradesh,Taj Mahal,historic,food,300,9.34,135,0.17,1,1,1,1
Kolkata,West Bengal,Maidan,park,food,480,13.64,85,0.39,1,1,1,1
Mysuru,Karnataka,Brindavan Gardens,garden,nature,60,3.18,100,0.743,1,0,1,1
Mumbai,Maharashtra,Gateway of India,historic,nature,120,2.69,90,0.398,1,1,1,1
Agra,Uttar Pradesh,Akbar's Tomb,historic,nature,300,13.07,105,0.409,0,1,1,0
Darjeeling,West Bengal,Tiger Hill,viewpoint,explore,120,2.55,135,0.913,0,0,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,nature,120,2.46,60,0.389,1,1,1,1
Ahmedabad,Gujarat,Sabarmati Ashram,historic,relax,30,0.43,80,0.818,1,0,1,1
Chennai,Tamil Nadu,Government Museum Chennai,museum,food,180,2.67,135,0.152,1,1,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,adventure,180,6.75,195,0.728,1,0,1,1
Nagpur,Maharashtra,Khindsi Lake,nature,adventure,480,7.66,75,0.494,1,1,1,1
Ahmedabad,Gujarat,Adalaj Stepwell,historic,culture,120,4.23,65,0.743,1,1,1,1
Hampi,Karnataka,Matanga Hill,nature,culture,480,31.9,110,0.201,1,1,1,0
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,adventure,180,11.18,60,0.516,1,1,1,1
Mumbai,Maharashtra,Marine Drive,viewpoint,food,30,2.55,70,0.099,1,0,1,0
Nashik,Maharashtra,Trimbakeshwar Temple,religious,food,60,3.04,120,0.253,1,0,1,0
Mumbai,Maharashtra,Elephanta Caves,historic,culture,480,10.87,175,0.815,1,1,1,1
Amritsar,Punjab,Partition Museum,museum,relax,300,9.88,135,0.531,1,1,1,1
Varanasi,Uttar Pradesh,Kashi Vishwanath Temple,religious,explore,180,8.9,80,0.3,1,1,1,0
Nagpur,Maharashtra,Deekshabhoomi,monument,food,480,19.86,65,0.277,1,1,1,1
Goa,Goa,Basilica of Bom Jesus,religious,explore,120,0.86,60,0.875,1,1,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,nature,120,4.28,140,0.205,0,0,1,0
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,explore,300,17.1,80,0.808,1,1,1,1
Mumbai,Maharashtra,Gateway of India,historic,adventure,180,4.2,85,0.409,1,1,1,1
Kolkata,West Bengal,St. Paul's Cathedral,religious,nature,300,18.28,70,0.428,0,1,1,0
Pune,Maharashtra,Pune Okayama Friendship Garden,garden,nature,120,4.2,85,0.941,1,1,1,1
Delhi,Delhi,Qutub Minar,historic,adventure,300,13.26,105,0.449,1,1,1,0
Jaipur,Rajasthan,Jal Mahal,viewpoint,culture,300,10.04,40,0.257,1,1,1,0
Srinagar,Jammu and Kashmir,Dal Lake,lake,adventure,120,7.23,145,0.389,1,0,1,0
Delhi,Delhi,India Gate,monument,relax,30,2.87,65,0.948,1,0,1,1
Hampi,Karnataka,Virupaksha Temple,religious,culture,180,6.88,95,0.791,1,1,1,1
Kolkata,West Bengal,St. Paul's Cathedral,religious,food,300,6.28,60,0.2,1,1,1,1
Nashik,Maharashtra,Trimbakeshwar Temple,religious,nature,480,1.74,125,0.253,1,1,1,0
Jaipur,Rajasthan,City Palace,historic,explore,120,0.58,110,0.765,1,1,1,1
Mumbai,Maharashtra,Juhu Beach,beach,explore,30,0.96,85,0.803,0,0,1,0
Amritsar,Punjab,Jallianwala Bagh,historic,relax,300,19.72,80,0.105,1,1,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,relax,480,33.39,75,0.233,1,1,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,food,60,4.2,145,0.078,1,0,1,0
Mumbai,Maharashtra,Elephanta Caves,historic,explore,30,1.06,120,0.751,1,0,1,1
Chennai,Tamil Nadu,Kapaleeshwarar Temple,religious,culture,180,5.34,80,0.721,1,1,1,1
Udaipur,Rajasthan,City Palace Udaipur,historic,culture,30,0.97,160,0.754,1,0,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,food,30,1.67,100,0.213,1,0,1,0
Hampi,Karnataka,Virupaksha Temple,religious,adventure,300,8.17,100,0.427,1,1,1,1
Chennai,Tamil Nadu,Marina Beach,beach,food,300,2.49,90,0.346,1,1,1,1
Jaipur,Rajasthan,Amber Fort,fort,nature,180,6.35,150,0.189,1,1,1,0
Chennai,Tamil Nadu,Fort St George,historic,nature,60,0.81,100,0.221,1,0,1,0
Nashik,Maharashtra,Trimbakeshwar Temple,religious,nature,60,1.12,100,0.55,1,0,1,0
Pune,Maharashtra,Sinhagad Fort,fort,relax,60,2.41,210,0.27,1,0,1,0
Mumbai,Maharashtra,Juhu Beach,beach,culture,300,0.64,100,0.334,1,1,1,1
Nashik,Maharashtra,Panchvati,historic,nature,60,3.41,90,0.107,1,0,1,0
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,food,30,1.46,100,0.104,1,0,1,0
Agra,Uttar Pradesh,Akbar's Tomb,historic,explore,120,2.77,80,0.946,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,explore,30,1.23,210,0.76,1,0,1,1
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,adventure,60,2.53,215,0.887,1,0,1,1
Jaipur,Rajasthan,Hawa Mahal,historic,relax,30,0.52,65,0.229,1,0,1,0
Srinagar,Jammu and Kashmir,Dal Lake,lake,nature,60,3.1,120,0.776,1,0,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,nature,180,2.48,80,0.958,1,1,1,1
Ahmedabad,Gujarat,Lothal,historic,relax,180,8.32,120,0.193,1,1,1,0
Varanasi,Uttar Pradesh,Assi Ghat,religious,culture,30,2.69,80,0.781,1,0,1,1
Hyderabad,Telangana,Hussain Sagar Lake,nature,relax,120,4.41,90,0.815,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,explore,300,4.01,155,0.9,0,1,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,adventure,120,7.13,125,0.911,1,0,1,1
Gangtok,Sikkim,Banjhakri Falls,nature,relax,120,5.39,135,0.174,1,0,1,0
Amritsar,Punjab,Partition Museum,museum,nature,180,10.12,105,0.427,0,1,1,1
Nagpur,Maharashtra,Deekshabhoomi,monument,adventure,30,1.55,55,0.185,1,0,1,0
Mumbai,Maharashtra,Elephanta Caves,historic,explore,120,7.91,170,0.913,1,0,1,1
Nashik,Maharashtra,Trimbakeshwar Temple,religious,culture,30,0.64,125,0.753,1,0,1,1
Darjeeling,West Bengal,Darjeeling Himalayan Railway,historic,nature,120,6.34,125,0.345,1,0,1,0
Gangtok,Sikkim,Tashi View Point,viewpoint,nature,480,1.09,55,0.826,1,1,1,1
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,food,300,4.32,110,0.053,1,1,1,0
Bengaluru,Karnataka,Bannerghatta Biological Park,nature,relax,180,0.95,185,0.45,0,0,1,0
Mumbai,Maharashtra,Marine Drive,viewpoint,adventure,480,9.64,55,0.334,1,1,1,1
Amritsar,Punjab,Sri Harmandir Sahib (Golden Temple),religious,explore,120,2.42,105,0.272,1,1,1,1
Jaipur,Rajasthan,City Palace,historic,food,300,10.82,100,0.364,1,1,1,1
Jaipur,Rajasthan,City Palace,historic,food,180,7.75,140,0.195,1,1,1,1
Delhi,Delhi,Lodhi Garden,garden,adventure,120,6.13,75,0.216,1,1,1,0
Hampi,Karnataka,Vittala Temple,historic,nature,300,7.08,120,0.236,1,1,1,1
Goa,Goa,Baga Beach,beach,nature,120,1.56,110,0.335,1,1,1,1
Darjeeling,West Bengal,Darjeeling Himalayan Railway,historic,adventure,60,3.01,140,0.391,1,0,1,0
Nashik,Maharashtra,Saptashrungi Temple,religious,relax,300,5.73,150,0.182,1,1,1,1
Lucknow,Uttar Pradesh,Bara Imambara,historic,explore,120,4.48,125,0.952,1,0,1,1
Udaipur,Rajasthan,City Palace Udaipur,historic,nature,300,15.61,130,0.534,1,1,1,1
Chennai,Tamil Nadu,Government Museum Chennai,museum,nature,120,6.27,110,0.479,1,1,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,culture,60,4.3,80,0.431,1,0,1,0
Jaipur,Rajasthan,City Palace,historic,relax,300,10.93,115,0.103,1,1,1,1
Varanasi,Uttar Pradesh,Kashi Vishwanath Temple,religious,relax,30,2.98,80,0.876,1,0,1,1
Nagpur,Maharashtra,Deekshabhoomi,monument,food,120,7.71,50,0.343,1,1,1,1
Amritsar,Punjab,Partition Museum,museum,explore,300,7.84,125,0.816,1,1,1,1
Hampi,Karnataka,Hampi Bazaar,historic,relax,300,10.21,80,0.433,1,1,1,1
Chennai,Tamil Nadu,Fort St George,historic,explore,60,2.75,80,0.787,1,0,1,1
Delhi,Delhi,Humayun's Tomb,historic,food,60,2.23,80,0.4,1,0,1,0
Bengaluru,Karnataka,Vidhana Soudha,monument,explore,300,19.38,50,0.916,1,1,1,1
Hampi,Karnataka,Hampi Bazaar,historic,nature,120,3.71,70,0.395,1,1,1,1
Srinagar,Jammu and Kashmir,Pari Mahal,historic,explore,120,4.37,90,0.772,1,1,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,food,180,6.27,75,0.241,1,1,1,0
Jaipur,Rajasthan,Amber Fort,fort,culture,300,3.11,170,0.841,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,nature,30,2.11,180,0.305,1,0,1,0
Jaipur,Rajasthan,Hawa Mahal,historic,explore,30,1.34,60,0.854,1,0,1,1
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,nature,120,2.69,70,0.452,0,1,1,0
Pune,Maharashtra,Shaniwar Wada,historic,relax,480,6.15,80,0.275,1,1,1,1
Pune,Maharashtra,Sinhagad Fort,fort,nature,60,2.56,210,0.844,0,0,1,0
Mysuru,Karnataka,Mysuru Zoo,nature,explore,180,0.82,175,0.81,0,1,1,1
Lucknow,Uttar Pradesh,Janeshwar Mishra Park,park,adventure,300,7.6,105,0.103,1,1,1,0
Mysuru,Karnataka,Brindavan Gardens,garden,culture,30,0.89,75,0.188,0,0,1,0
Delhi,Delhi,Lodhi Garden,garden,food,180,5.1,80,0.269,1,1,1,1
Lucknow,Uttar Pradesh,Chota Imambara,historic,explore,300,17.08,85,0.934,0,1,1,1
Goa,Goa,Basilica of Bom Jesus,religious,adventure,480,27.62,75,0.291,1,1,1,1
Udaipur,Rajasthan,Jagdish Temple,religious,culture,120,3.76,50,0.847,1,1,1,1
Varanasi,Uttar Pradesh,Sarnath,historic,food,300,18.85,130,0.141,1,1,1,0
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,relax,180,11.49,85,0.478,1,1,1,1
Jaipur,Rajasthan,Jal Mahal,viewpoint,relax,30,1.79,55,0.972,1,0,1,1
Kolkata,West Bengal,Victoria Memorial,historic,explore,300,19.21,140,0.933,1,1,1,1
Amritsar,Punjab,Wagah Border,monument,adventure,120,7.62,145,0.306,1,0,1,0
Jaipur,Rajasthan,Jal Mahal,viewpoint,explore,300,3.03,45,0.93,1,1,1,1
Agra,Uttar Pradesh,Itmad-ud-Daulah's Tomb,historic,food,120,5.41,65,0.059,1,1,1,1
Ahmedabad,Gujarat,Sidi Saiyyed Mosque,religious,explore,60,3.99,55,0.924,1,1,1,1
Udaipur,Rajasthan,Saheliyon-ki-Bari,garden,adventure,60,3.91,85,0.5,1,0,1,0
Goa,Goa,Basilica of Bom Jesus,religious,explore,480,21.43,85,0.854,1,1,1,1
Pune,Maharashtra,Sarasbaug,park,explore,180,11.67,55,0.327,1,1,1,0
Gangtok,Sikkim,Tsomgo Lake,lake,relax,30,1.12,170,0.452,1,0,1,0
Agra,Uttar Pradesh,Agra Fort,fort,nature,30,0.66,145,0.107,1,0,1,0
Hampi,Karnataka,Hampi Bazaar,historic,relax,60,0.52,85,0.318,1,0,1,0
Srinagar,Jammu and Kashmir,Dal Lake,lake,relax,300,0.51,135,0.843,1,1,1,1
Darjeeling,West Bengal,Happy Valley Tea Estate,nature,relax,180,9.63,95,0.858,1,1,1,1
Jaipur,Rajasthan,Nahargarh Fort,fort,nature,120,5.41,130,0.765,1,0,1,1
Mumbai,Maharashtra,Juhu Beach,beach,nature,120,2.24,90,0.873,1,1,1,1
Nagpur,Maharashtra,Ramtek Fort Temple,fort,relax,60,2.87,120,0.533,1,0,1,0
Varanasi,Uttar Pradesh,Kashi Vishwanath Temple,religious,nature,480,32.11,90,0.446,1,1,1,1
Goa,Goa,Baga Beach,beach,food,120,1.37,140,0.151,1,0,1,0
Mumbai,Maharashtra,Chhatrapati Shivaji Maharaj Terminus,historic,food,30,1.22,65,0.055,1,0,1,0
Chennai,Tamil Nadu,Marina Beach,beach,relax,180,8.63,100,0.747,1,1,1,1
Pune,Maharashtra,Aga Khan Palace,historic,culture,480,2.11,95,0.846,1,1,1,1
Nashik,Maharashtra,Anjaneri Hills,nature,food,30,0.91,190,0.219,1,0,1,0
Mysuru,Karnataka,Chamundi Hill,nature,adventure,480,33.39,140,0.745,1,1,1,1
Nagpur,Maharashtra,Satpuda Botanical Garden,garden,adventure,60,3.68,65,0.512,1,0,1,0
Agra,Uttar Pradesh,Akbar's Tomb,historic,explore,300,14.72,85,0.972,1,1,1,1
Gangtok,Sikkim,Tsomgo Lake,lake,adventure,180,7.66,150,0.97,1,1,1,1
Mysuru,Karnataka,Chamundi Hill,nature,adventure,120,2.44,125,0.868,1,0,1,1
Ahmedabad,Gujarat,Kankaria Lake,nature,explore,300,16.01,75,0.895,1,1,1,1
Kolkata,West Bengal,St. Paul's Cathedral,religious,explore,180,4.9,65,0.395,1,1,1,1
Goa,Goa,Palolem Beach,beach,relax,60,0.75,150,0.765,1,0,1,1
Bengaluru,Karnataka,Bangalore Palace,historic,nature,300,5.18,105,0.211,1,1,1,0
Varanasi,Uttar Pradesh,Assi Ghat,religious,adventure,180,8.51,60,0.217,1,1,1,0
Pune,Maharashtra,Raja Dinkar Kelkar Museum,museum,nature,120,6.18,75,0.451,1,1,1,1
Ahmedabad,Gujarat,Lothal,historic,relax,300,10.38,165,0.331,1,1,1,1
Jaipur,Rajasthan,Nahargarh Fort,fort,adventure,300,19.49,140,0.786,1,1,1,1
Goa,Goa,Baga Beach,beach,nature,480,22.86,140,0.145,1,1,1,0
